,City Name,State Name,Latitude,Longitude,Facility ID,Facility Name,Emission,Gas Code,Gas Name,Year
31920,Harrisville,Rhode Island,42.0099,-71.6701,1001258,Ocean State Power,103.25,CH4,Methane,2016
31921,Columbia,Missouri,38.9658,-92.3175,1000709,Columbia,3539.7,BIOCO2,Biogenic CO2,2015
31922,Columbia,Missouri,38.9658,-92.3175,1000709,Columbia,32827.3,CO2,Carbon Dioxide,2015
31923,Marquette,Michigan,46.5789,-87.395,1000680,Presque Isle,446.0,CH4,Methane,2018
31924,Mission,Texas,26.208000000000002,-98.3992,1001311,Frontera Generation Facility,657.0,CH4,Methane,2018
31925,Jonesboro,Arkansas,35.8481,-90.7257,1000493,City Water & Light - City Of Jonesboro,18.178,N2O,Nitrous Oxide,2017
31926,Jacksonville,Florida,30.1603,-81.5164,1000544,Greenland Energy Center,30360.1,CO2,Carbon Dioxide,2013
31927,Arden,North Carolina,35.4714,-82.5431,1007180,Asheville Steam Electric Plant,4408.0,CH4,Methane,2015
31928,Sibley,Missouri,39.1778,-94.1861,1000706,Sibley Generating Station,4823.428,N2O,Nitrous Oxide,2018
31929,Grand Chain,Illinois,37.216805,-88.879849,1000243,Holcim (Us) Inc Joppa Plant,599.576,N2O,Nitrous Oxide,2017
31930,Chester,Pennsylvania,39.837604999999996,-75.37294,1000297,Evonik Corporation,18.774,N2O,Nitrous Oxide,2018
31931,Purvis,Mississippi,31.2194,-89.3933,1000535,R D Morrow Senior Generating Plant,113.25,CH4,Methane,2018
31932,Manchester,Ohio,38.6903,-83.4803,1001010,Killen Station,3388151.4,CO2,Carbon Dioxide,2015
31933,Longview,Texas,32.3766,-94.6415,1000934,Knox Lee Power Plant,39.931999999999995,N2O,Nitrous Oxide,2015
31934,Captina,West Virginia,39.8297,-80.8153,1000976,Mitchell (Wv),5027072.9,CO2,Carbon Dioxide,2015
31936,Bronx,New York,40.7989,-73.9147,1000116,Harlem River Yard,12.0,CH4,Methane,2015
31937,Clover,Virginia,36.8692,-78.7046,1001093,Clover Power Station,5449492.4,CO2,Carbon Dioxide,2016
31938,Versailles,Connecticut,41.6242,-72.0417,1001087,Fusion Paperboard,43.25,CH4,Methane,2010
31939,Vineland,New Jersey,39.451,-75.0578,1001110,Sherman Avenue,7.75,CH4,Methane,2019
31940,Geismar,Louisiana,30.1989,-91.0085,1000592,Rubicon Llc - Geismar Plant,63012.8,CO2,Carbon Dioxide,2016
31941,Guayama,Puerto Rico,17.9451,-66.1503,1005310,Aes - Puerto Rico Cogeneration Plant,9933.5,CH4,Methane,2016
31942,Golden Valley,Arizona,35.0361,-114.1594,1000489,Black Mountain Generating Station,16.688,N2O,Nitrous Oxide,2017
31943,Brooklyn,New York,40.663000000000004,-74.0,1000112,23Rd And 3Rd,39.038000000000004,N2O,Nitrous Oxide,2018
31944,Mojave,California,35.029298,-118.316236,1006842,Calportland Company Mojave Plant,1106706.1,CO2,Carbon Dioxide,2018
31945,Mckittrick,California,35.2956,-119.5919,1001339,La Paloma Generating Plant,2111672.1,CO2,Carbon Dioxide,2015
31946,Wallingford,Connecticut,41.4486,-72.8358,1000069,Wallingford Energy  Llc,72142.6,CO2,Carbon Dioxide,2015
31947,Mitchell,Indiana,38.8003,-86.4511,1000119,Hoosier Energy Lawrence Co Station,11247.3,CO2,Carbon Dioxide,2015
31948,Anaheim,California,33.8539,-117.8561,1001134,Anaheim Combustion Turbine,20731.8,CO2,Carbon Dioxide,2016
31949,Silt,Colorado,39.4917,-107.7089,1003230,Grizzly - Mamm Creek Compressor Station,4.47,N2O,Nitrous Oxide,2015
31950,Laplace,Louisiana,30.036859999999997,-90.46454,1000330,Bd Laplace  Llc,67983.0,CO2,Carbon Dioxide,2012
31951,Tulsa,Oklahoma,36.1125,-95.9917,1000864,Tulsa,82.5,CH4,Methane,2015
31952,Elma,Washington,46.9688,-123.48,1000207,Grays Harbor Energy Center,611.794,N2O,Nitrous Oxide,2017
31953,Durant,Oklahoma,34.00071,-96.45340999999999,1000329,Cardinal Glass Plt,40.5,CH4,Methane,2016
31954,Klamath Falls,Oregon,42.1727,-121.8144,1000076,Klamath Energy Llc,26524.7,CO2,Carbon Dioxide,2018
31955,Selkirk,New York,42.5744,-73.8592,1001225,Selkirk Cogen Partners,277.5,CH4,Methane,2015
31956,Hahnville,Louisiana,29.9861,-90.4575,1001709,Occidental Chemical Corporation - Taft Facility,1149.386,N2O,Nitrous Oxide,2015
31957,East Chicago,Indiana,41.65611,-87.450828,1007287,Indiana Harbor Coke Company,49.5,CH4,Methane,2017
31958,Newington,New Hampshire,43.0974,-70.7834,1001181,Newington,120284.9,CO2,Carbon Dioxide,2015
31959,Bayonne,New Jersey,40.6529,-74.0916,1000555,Bayonne Energy Center,302.768,N2O,Nitrous Oxide,2015
31960,Baton Rouge,Louisiana,30.552014,-91.178517,1003484,Exxonmobil Chemical Co - Baton Rouge Plastics Plant,29.204,N2O,Nitrous Oxide,2015
31961,Clarksville,Tennessee,36.59803,-87.26594,1000351,Mw/Mb  Llc,12.515999999999998,N2O,Nitrous Oxide,2018
31962,Carbondale,Illinois,37.71083,-89.21754,1000079,Southern Illinois University,530.44,N2O,Nitrous Oxide,2011
31963,Henderson,North Carolina,36.291066,-78.39188299999999,1000003,Ardagh Glass Inc. (Henderson),31.886,N2O,Nitrous Oxide,2015
31964,Louisville,Kentucky,38.20874,-85.7925,1001726,Brown-Forman Distillery (Formerly Early Times Distillers Co),122.25,CH4,Methane,2015
31965,Madera,California,36.92375,-120.10412,1000005,Ardagh Glass Inc. (Madera),33.674,N2O,Nitrous Oxide,2015
31966,Madera,California,36.92375,-120.10412,1000005,Ardagh Glass Inc. (Madera),81071.7,CO2,Carbon Dioxide,2015
31967,Bowling Green,Missouri,39.3531,-91.2295,1000151,Peno Creek Energy Center,15.5,CH4,Methane,2017
31968,Peoria,Illinois,40.6776,-89.6069,1000466,Archer Daniels Midland Co. - Peoria,567442.3,CO2,Carbon Dioxide,2017
31969,Otsego,Michigan,42.4641,-85.6941,1000248,Otsego Paper  Inc.,54.236000000000004,N2O,Nitrous Oxide,2017
31970,Laguna Park,Texas,31.8594,-97.3586,1008020,Bosque County Power Plant,979.2280000000001,N2O,Nitrous Oxide,2015
31971,Burgettstown,Pennsylvania,40.4077,-80.4053,1000399,Union Elec Harmon Creek Plt,33399.8,CO2,Carbon Dioxide,2016
31972,Battle Mountain,Nevada,40.7458,-116.5297,1000446,Ts Power Plant,995861.5,CO2,Carbon Dioxide,2017
31973,St Ansgar (Mona),Iowa,43.49951,-92.91709,1002627,Absolute Energy Llc,405.0,BIOCO2,Biogenic CO2,2015
31974,Evansville,Indiana,37.9694,-87.6044,1000155,Broadway Avenue Generating Station,0.25,CH4,Methane,2014
31975,New Orleans,Louisiana,30.029033000000002,-89.90051700000001,1003009,Air Products & Chemicals Inc - Industrial Gas Production Facility,225713.1,CO2,Carbon Dioxide,2015
31976,Pala,California,33.359,-117.111,1000548,Orange Grove Project,25482.1,CO2,Carbon Dioxide,2017
31977,Van Nuys,California,34.22132,-118.48043999999999,1002867,Anheuser Busch Inc. - L.A. Brewery,37283.0,CO2,Carbon Dioxide,2015
31978,Roseville,California,38.7926,-121.3823,1000485,Roseville Energy Park,146.616,N2O,Nitrous Oxide,2015
31979,Catlettsburg,Kentucky,38.1933,-82.6042,1001358,Riverside Generating Company,157.0,CH4,Methane,2015
31980,Trimont,Minnesota,43.7984,-94.8415,1000203,Lakefield Junction Generating,22.0,CH4,Methane,2019
31981,New Orleans,Louisiana,29.9518,-90.06994,1008418,Helis Oil & Gas Company Williston Basin (395) Operations,63.772,N2O,Nitrous Oxide,2011
31982,Columbia City,Indiana,41.125129,-85.355875,1005602,Steel Dynamics. Inc. (Sdi)  Structual And Rail Division,290001.6,CO2,Carbon Dioxide,2017
31983,West Babylon,New York,40.7358,-73.3881,1000456,Pinelawn Power,32148.8,CO2,Carbon Dioxide,2019
31984,Warthen,Georgia,33.1189,-82.8608,1000129,Al Sandersville,49711.7,CO2,Carbon Dioxide,2019
31985,Binghamton,New York,42.0943,-75.9736,1007385,Suny At Binghamton,32113.5,BIOCO2,Biogenic CO2,2019
31986,Fayetteville,Arkansas,35.998093,-94.089991,1004124,University Of Arkansas,13.41,N2O,Nitrous Oxide,2015
31987,Los Banos,California,37.09415,-120.92546999999999,1000907,The Morning Star Packing Co (Los Banos),51334.0,CO2,Carbon Dioxide,2017
31988,Hamilton,Ohio,39.4017,-84.55639599999999,1007977,Mohawk Fine Papers - Beckett Mill,29289.1,CO2,Carbon Dioxide,2011
31989,Victorville,California,34.5953,-117.3647,1000070,High Desert Power Project,697.32,N2O,Nitrous Oxide,2016
31990,Liberal,Kansas,37.055690000000006,-100.92226,1009095,Oxy Basin 360 Onshore Production,2510.4,CO2,Carbon Dioxide,2011
31991,Battle Creek,Michigan,42.317077000000005,-85.148939,1002211,Kellogg Company,30745.4,CO2,Carbon Dioxide,2015
31992,Pasadena,Texas,29.625819,-95.061592,1006797,Arkema Inc Clear Lake,56819.3,CO2,Carbon Dioxide,2017
31993,Rotan,Texas,32.836459999999995,-100.44889,1000403,Rotan Gypsum Plant,44431.7,CO2,Carbon Dioxide,2019
31994,Gary,Indiana,41.608722,-87.33722399999999,1000895,Arcelormittal Plate Llc - Gary Plate,4.172,N2O,Nitrous Oxide,2016
31995,Tulsa,Oklahoma,36.073218,-95.922258,1008221,Apache Corp. Central - E. Texas Basin 260,70833.0,CH4,Methane,2011
31996,Galva,Iowa,42.47684,-95.41516,1005960,Quad Cnty Corn Processors,31.75,CH4,Methane,2018
31997,Dodge City,Kansas,37.748000000000005,-99.984806,1000197,National Beef Packing Co L.L.C.,35.461999999999996,N2O,Nitrous Oxide,2016
31998,Amarillo,Texas,35.284533,-101.730042,1002494,Asarco Llc Amarillo Copper Refinery,28.25,CH4,Methane,2015
31999,Gainesville,Florida,29.637909999999998,-82.34004,1002404,Gainesville Regional Utilities  South Energy Center,19508.2,CO2,Carbon Dioxide,2015
32000,Chehalis,Washington,46.6226,-122.9145,1000144,Chehalis Generation Facility,693471.4,CO2,Carbon Dioxide,2018
32001,Delaware City,Delaware,39.586110999999995,-75.649439,1004641,Formosa Plastics Corporation,13.5,CH4,Methane,2015
32002,Sheboygan,Wisconsin,43.715,-87.7094,1000983,Edgewater (4050),17137.086,N2O,Nitrous Oxide,2018
32003,Clarksville,Indiana,38.27577,-85.75016,1007045,Pq Corporation - Jeffersonville  In,14618.0,CO2,Carbon Dioxide,2011
32004,Pittsburgh,Pennsylvania,40.455393,-79.990415,1004996,Riverbend Foods  Llc,58259.2,CO2,Carbon Dioxide,2014
32005,Christiansburg,Virginia,37.172979999999995,-80.42048,1006643,Corning Incorporated - Blacksburg Plant,14.0,CH4,Methane,2011
32006,Knoxville,Iowa,41.289521,-93.032437,1000202,Ngpl Station 198 Knoxville  Ia,20.561999999999998,N2O,Nitrous Oxide,2017
32007,Dodge City,Kansas,37.748000000000005,-99.984806,1000197,National Beef Packing Co L.L.C.,63266.4,CO2,Carbon Dioxide,2013
32008,Offshore,Louisiana,28.3944,-89.456,1002131,Medusa,55.428000000000004,N2O,Nitrous Oxide,2015
32009,Chehalis,Washington,46.6226,-122.9145,1000144,Chehalis Generation Facility,453.75,CH4,Methane,2019
32010,Petrolia,Pennsylvania,41.01509,-79.71735,1000140,Sonneborn Llc/Petrolia Plt,31.5,CH4,Methane,2018
32011,Broken Arrow,Oklahoma,36.0119,-95.6967,1007570,Oneta Energy Center,2169884.1,CO2,Carbon Dioxide,2019
32012,Auburndale,Florida,28.0271,-81.8458,1001000,Wheelabrator Ridge Energy Inc.,300539.0,BIOCO2,Biogenic CO2,2016
32013,Damascus,Arkansas,35.407846,-92.40720300000001,1003816,Cove Creek Cpf-4,25.031999999999996,N2O,Nitrous Oxide,2015
32014,Byron,California,37.7965,-121.6049,1000051,Mariposa Energy  Llc,36.75,CH4,Methane,2017
32015,Ashland,Virginia,37.8181,-77.4375,1005038,Bear Island Paper Company Llc,43265.4,CO2,Carbon Dioxide,2016
32016,Butler,Kentucky,38.731961,-84.407214,1006081,Darling Ingredients Inc.,10244.3,BIOCO2,Biogenic CO2,2011
32017,Hannibal,Missouri,39.67913,-91.31424,1005987,Continental Cement Company Llc,826222.8,CO2,Carbon Dioxide,2017
32018,Vineland,New Jersey,39.4889,-75.0347,1000751,Howard M Down,35.25,CH4,Methane,2016
32019,Deer Park,Texas,29.726111,-95.08945,1003944,Total Petrochemicals & Refining Usa  Inc.,22.35,N2O,Nitrous Oxide,2015
32020,Sulphur,Louisiana,30.156194,-93.339443,1003857,Grace Davison,73.904,N2O,Nitrous Oxide,2015
32021,Masontown,Pennsylvania,39.8592,-79.9182,1000265,Dynegy Energy Fayette  Ii Llc,830.5,CH4,Methane,2014
32022,Brooklyn,New York,40.7168,-73.9665,1000108,North 1St,18411.9,CO2,Carbon Dioxide,2019
32023,Ochlocknee,Georgia,31.00415,-84.068814,1005981,Oil-Dri Corp Of Georgia,0.5,CH4,Methane,2011
32024,Union,Kentucky,38.9031,-84.8511,1001006,East Bend,21742.676,N2O,Nitrous Oxide,2015
32025,Munising,Michigan,46.4087,-86.6455,1005838,Neenah Paper Michigan Inc,364.75,CH4,Methane,2016
32026,Vineland,New Jersey,39.4889,-75.0347,1000751,Howard M Down,26.82,N2O,Nitrous Oxide,2018
32027,Flora,Illinois,38.6996,-88.5392,1000169,Raccoon Creek Power Plant,1788.8,CO2,Carbon Dioxide,2019
32028,Detroit,Michigan,42.2947,-83.1019,1000674,Delray,8.75,CH4,Methane,2016
32029,Manhattan,New York,40.7586,-73.9592,1000781,Con Ed-East 60Th Street Steam Plant,47.5,CH4,Methane,2017
32030,Manhattan,New York,40.7586,-73.9592,1000781,Con Ed-East 60Th Street Steam Plant,64.25,CH4,Methane,2015
32031,Noblesville,Indiana,40.0969,-85.9714,1001542,Noblesville,242.274,N2O,Nitrous Oxide,2015
32032,French Camp,Mississippi,33.2881,-89.4201,1000171,Choctaw County Gen,586.25,CH4,Methane,2016
32033,Carolina,Puerto Rico,18.354615,-65.94525300000001,1004469,Lilly Del Caribe Inc Carolin A,22850.5,CO2,Carbon Dioxide,2015
32034,Quincy,Washington,47.234413,-119.869914,1000613,Lamb Weston Inc,20.6,BIOCO2,Biogenic CO2,2016
32035,Calvin,Oklahoma,34.7888,-96.2523,1004537,Davis,2340.1,CO2,Carbon Dioxide,2015
32036,Hibbing,Minnesota,47.478,-92.9676,1005116,Hibbing Taconite Company,14.304,N2O,Nitrous Oxide,2016
32037,Yuba City,California,39.1365,-121.6397,1000123,Yuba City Energy Center,14009.0,CO2,Carbon Dioxide,2010
32038,Hughesville,Pennsylvania,41.272175,-76.66405999999999,1010347,Barto Compressor Station,19.072,N2O,Nitrous Oxide,2011
32039,Winchester,Indiana,40.173694,-84.971694,1006060,Ardagh Glass Inc. (Winchester),35.76,N2O,Nitrous Oxide,2016
32040,Winchester,Indiana,40.173694,-84.971694,1006060,Ardagh Glass Inc. (Winchester),39.336,N2O,Nitrous Oxide,2019
32041,Dakota City,Nebraska,42.428889,-96.416944,1000040,Tyson Fresh Meats  Inc.- Dakota City  Ne,64787.9,CO2,Carbon Dioxide,2015
32042,Lugoff,South Carolina,34.2337,-80.658,1000276,Invista S.A.R.L. Camden Plant,49.0,CH4,Methane,2017
32043,Twin Falls,Idaho,42.5524,-114.4827,1000615,Lamb Weston Twin Falls,57367.7,CO2,Carbon Dioxide,2016
32044,Azle,Texas,32.877068,-97.545294,1004134,Xto - Azle Station,11.75,CH4,Methane,2015
32045,Coyote,California,37.2169,-121.7439,1000806,Metcalf Energy Center,1253176.5,CO2,Carbon Dioxide,2013
32046,Marcus Hook,Pennsylvania,39.8083,-75.4225,1000269,Marcus Hook Energy Center - Mh750,1118.692,N2O,Nitrous Oxide,2016
32047,Marcus Hook,Pennsylvania,39.8083,-75.4225,1000269,Marcus Hook Energy Center - Mh750,922.75,CH4,Methane,2016
32048,Marcus Hook,Pennsylvania,39.8083,-75.4225,1000269,Marcus Hook Energy Center - Mh750,2074418.9,CO2,Carbon Dioxide,2017
32049,Lexington,North Carolina,35.7352485,-80.23213129999999,1010159,City Of Lexington,2.2,CO2,Carbon Dioxide,2011
32050,Lincoln,Nebraska,40.866368,-96.617738,1005935,Archer Daniels Midland Company,607.92,N2O,Nitrous Oxide,2016
32051,Labadie,Missouri,38.5583,-90.8361,1000192,Labadie,73817.282,N2O,Nitrous Oxide,2018
32052,Ripon,California,37.7313,-121.1161,1001625,Altagas Ripon Energy Inc.,24541.1,CO2,Carbon Dioxide,2015
32053,Waxahachie,Texas,32.426944,-96.85,1000184,Dartco Of Texas Waxahachie Site,29.75,CH4,Methane,2017
32054,Holland,Michigan,42.7956,-86.1133,1000681,James De Young,0.25,CH4,Methane,2017
32055,Holland,Michigan,42.7956,-86.1133,1000681,James De Young,0.298,N2O,Nitrous Oxide,2017
32056,Holland,Michigan,42.7956,-86.1133,1000681,James De Young,0.25,CH4,Methane,2018
32057,Marcus Hook,Pennsylvania,39.8083,-75.4225,1000269,Marcus Hook Energy Center - Mh750,942.574,N2O,Nitrous Oxide,2019
32058,Chester,Virginia,37.350627,-77.291096,1003976,Dupont Teijin Films,16.75,CH4,Methane,2015
32059,Brentwood,New York,40.7861,-73.2931,1000267,Edgewood Energy,19.0,CH4,Methane,2017
32060,Waxahachie,Texas,32.426944,-96.85,1000184,Dartco Of Texas Waxahachie Site,19.25,CH4,Methane,2016
32061,Gramercy,Louisiana,30.04918,-90.68403,1007664,Savannah Foods & Industries Inc - Colonial Sugar Refinery,103999.0,CO2,Carbon Dioxide,2010
32062,Mitchell,Indiana,38.8003,-86.4511,1000119,Hoosier Energy Lawrence Co Station,13.112,N2O,Nitrous Oxide,2017
32063,Bowling Green,Missouri,39.3531,-91.2295,1000151,Peno Creek Energy Center,21.158,N2O,Nitrous Oxide,2019
32064,King City,California,36.2257,-121.1279,1000597,Calpine King City Cogen  Llc,191627.3,CO2,Carbon Dioxide,2016
32065,Duluth,Minnesota,46.7356,-92.1531,1000688,Hibbard Energy Center,499.75,CH4,Methane,2017
32066,Belen,New Mexico,34.6063,-106.73200000000001,1000270,Valencia Power Plant,47687.1,CO2,Carbon Dioxide,2017
32067,Parachute,Colorado,39.503457,-108.18421399999998,1002945,Bargath Llc - Crawford Trail Cs,28470.8,CO2,Carbon Dioxide,2015
32068,Lakewood,New Jersey,40.0606,-74.1672,1000373,Ocean Peaking Power  Lp,78.97,N2O,Nitrous Oxide,2018
32069,Santa Clara,California,37.36465,-121.94463,1004438,Santa Clara Cogen,42654.7,CO2,Carbon Dioxide,2015
32070,Big Spring,Texas,32.2722,-101.4222,1000419,C. R. Wing Cogeneration Plant,171.946,N2O,Nitrous Oxide,2018
32071,Munising,Michigan,46.4087,-86.6455,1005838,Neenah Paper Michigan Inc,75606.5,CO2,Carbon Dioxide,2019
32072,Arden,North Carolina,35.4714,-82.5431,1007180,Asheville Steam Electric Plant,3564.25,CH4,Methane,2019
32073,Arden,North Carolina,35.4714,-82.5431,1007180,Asheville Steam Electric Plant,1386387.5,CO2,Carbon Dioxide,2019
32074,Glen Lyn,Virginia,37.3704,-80.8639,1000962,Glen Lyn,208.25,CH4,Methane,2015
32075,Blacksburg,South Carolina,35.1597,-81.4306,1000163,Mill Creek Combustion Turbine Sta,38.442,N2O,Nitrous Oxide,2016
32076,Shippenville,Pennsylvania,41.233101,-79.41674,1006313,Clarion Boards/Clarion Plt,1141.34,N2O,Nitrous Oxide,2019
32077,Shippenville,Pennsylvania,41.233101,-79.41674,1006313,Clarion Boards/Clarion Plt,215.5,CH4,Methane,2019
32078,Sibley,Missouri,39.1778,-94.1861,1000706,Sibley Generating Station,399.0,CH4,Methane,2017
32079,Paducah,Kentucky,37.0339,-88.6161,1000502,Paducah Power Systems Plant 1,2.682,N2O,Nitrous Oxide,2012
32080,Lincoln,Nebraska,40.7316,-96.7364,1001054,Rokeby,9.0,CH4,Methane,2012
32081,Westlake,Louisiana,30.2861,-93.2917,1000513,Nelson Industrial Steam Company,1857190.3,CO2,Carbon Dioxide,2012
32082,Erie,Pennsylvania,42.145453,-80.02544,1004697,Ge Transportation-Erie Plant,29.5,CH4,Methane,2012
32083,Detroit,Michigan,42.3716,-82.9688,1005551,Fca Jefferson North Assembly Plant,70503.0,CO2,Carbon Dioxide,2012
32084,Painted Post,New York,42.11055,-77.1558,1002462,Corning Diesel Manufacturing Facility,41.123999999999995,N2O,Nitrous Oxide,2012
32085,Waterloo,Iowa,42.503295,-92.35425,1002458,John Deere Fndry Waterloo,34702.6,CO2,Carbon Dioxide,2012
32086,Valmy,Nevada,40.8831,-117.1542,1001197,North Valmy,1471730.3,CO2,Carbon Dioxide,2018
32087,Valmy,Nevada,40.8831,-117.1542,1001197,North Valmy,8456.048,N2O,Nitrous Oxide,2019
32088,Carlin,Nevada,40.981115,-116.37643999999999,1002877,Nevada Gold Mines Llc - Goldstrike,306400.2,CO2,Carbon Dioxide,2017
32089,Coden,Alabama,30.395809000000003,-88.189978,1008037,Gulfstream Station 410 (A.K.A. Station 100),149.0,N2O,Nitrous Oxide,2010
32090,Coden,Alabama,30.395809000000003,-88.189978,1008037,Gulfstream Station 410 (A.K.A. Station 100),125.25,CH4,Methane,2010
32091,Titusville,Florida,28.4933,-80.7825,1001411,Indian River (55318),74.25,CH4,Methane,2010
32092,Cleveland,Ohio,41.58586,-81.5196,1002114,Lincoln Electric Co *,16.39,N2O,Nitrous Oxide,2012
32093,Mckittrick,California,35.2956,-119.5919,1001339,La Paloma Generating Plant,978.75,CH4,Methane,2012
32094,Mckittrick,California,35.2956,-119.5919,1001339,La Paloma Generating Plant,931.548,N2O,Nitrous Oxide,2016
32095,Portsmouth,Virginia,36.8703,-76.3519,1000294,Virginia Renewable Power - Portsmouth  Llc,2455.52,N2O,Nitrous Oxide,2010
32096,Poneto,Indiana,40.6206,-85.3057,1001374,Montpelier Electric Gen Station,80818.6,CO2,Carbon Dioxide,2019
32097,Greenville,Ohio,40.0747,-84.6147,1001373,Greenville Electric Gen Station,39996.0,CO2,Carbon Dioxide,2012
32098,Detroit,Michigan,42.3038,-83.0904,1005510,Detroit Public Lighting,2.384,N2O,Nitrous Oxide,2012
32099,Redlands,California,34.0836,-117.2408,1001451,Mountainview Generating Station,1054.0,CH4,Methane,2015
32100,Archbald,Pennsylvania,41.4844,-75.5403,1001236,Pei Power Corporation,497.064,N2O,Nitrous Oxide,2015
32101,Brentwood,New York,40.787,-73.2933,1000114,Brentwood,19.37,N2O,Nitrous Oxide,2010
32102,Tucson,Arizona,32.16,-110.9047,1001425,Irvington Generating Station,813285.4,CO2,Carbon Dioxide,2011
32103,Shasta Lake,California,40.65766,-122.38861999999999,1002640,Knauf Insulation Gmbh,20736.3,CO2,Carbon Dioxide,2012
32104,Lincoln,Nebraska,40.81691,-96.74215,1002693,Dec State Boiler Plant,0.894,N2O,Nitrous Oxide,2012
32105,Danville,Illinois,40.141166,-87.58043599999999,1002594,Viscofan Usa Inc,54468.7,CO2,Carbon Dioxide,2012
32106,Neenah,Wisconsin,44.1934,-88.5055,1001332,Neenah Energy Facility,120.988,N2O,Nitrous Oxide,2017
32107,Neenah,Wisconsin,44.1934,-88.5055,1001332,Neenah Energy Facility,101.5,CH4,Methane,2017
32108,Williamsport,Maryland,39.595,-77.8269,1000648,R. Paul Smith Power Station,502.726,N2O,Nitrous Oxide,2011
32109,Playa Del Rey,California,33.9175,-118.4258,1001456,Scattergood Generating Station,492.75,CH4,Methane,2016
